PDB ID,Angle Alpha,Angle Beta,Angle Gamma,Length A,Length B,Length C,Space Group,Z-number
"3DKN","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3DLS","77.28","77.50","60.09","85.78","85.84","94.15","P 1","6"
"3DM0","70.40","88.38","73.82","57.78","63.26","70.06","P 1","1"
"3DMC","87.97","65.83","83.74","37.78","42.14","46.34","P 1","2"
"3DN5","75.85","67.48","76.59","40.29","47.15","47.33","P 1","1"
"3DN9","90.65","91.41","91.43","49.20","49.19","49.21","P 1","6"
"3DPJ","89.35","71.02","71.04","60.52","93.07","93.40","P 1","8"
"3DRG","100.97","101.12","103.02","42.17","58.64","61.28","P 1","1"
"3DS5","109.20","109.63","109.55","51.36","51.32","51.36","P 1","4"
"3DS7","86.55","81.16","89.64","35.14","41.83","64.81","P 1","2"
"3DTJ","109.94","108.48","110.02","51.60","51.67","51.80","P 1","4"
"3DTT","77.43","73.21","64.33","40.97","47.05","61.12","P 1","2"
"3DVT","79.62","77.54","88.03","36.48","44.87","84.82","P 1","6"
"3DWS","86.22","77.37","61.08","53.08","53.62","65.60","P 1","2"
"3DWU","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3DZF","79.48","82.72","86.78","41.75","96.16","103.61","P 1","6"
"3DZG","106.06","91.95","95.12","41.69","52.81","65.38","P 1","2"
"3DZH","106.14","91.83","95.02","41.68","52.65","65.24","P 1","2"
"3DZI","106.09","91.92","95.27","41.67","52.75","65.13","P 1","2"
"3DZJ","106.11","91.97","95.03","41.86","53.23","65.67","P 1","2"
"3DZK","106.20","91.84","95.05","41.89","53.21","65.60","P 1","2"
"3DZU","70.95","82.56","62.88","64.19","66.91","78.46","P 1","2"
"3E15","63.98","88.10","80.01","46.52","80.85","89.76","P 1","4"
"3E17","80.05","68.63","68.52","30.18","41.33","41.29","P 1","2"
"3E1A","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3E1C","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3E3M","82.91","76.96","87.22","60.40","60.44","90.77","P 1","4"
"3E49","69.99","88.07","72.84","59.49","68.28","83.95","P 1","4"
"3E4C","105.95","119.60","92.77","56.10","58.00","60.12","P 1","2"
"3E4D","92.41","99.79","98.47","68.43","68.95","95.65","P 1","6"
"3EA3","92.36","99.38","113.21","47.67","56.35","59.85","P 1","2"
"3EBJ","96.55","96.82","109.51","51.05","59.83","67.17","P 1","4"
"3EBN","112.22","112.00","104.36","51.40","51.35","51.39","P 1","4"
"3EC7","88.05","81.78","89.92","81.00","98.98","105.79","P 1","8"
"3ECD","97.79","89.97","110.24","58.21","61.87","117.58","P 1","4"
"3EHR","61.75","76.53","90.08","28.31","57.94","60.48","P 1","2"
"3EHU","99.75","106.28","101.67","49.20","63.48","85.88","P 1","2"
"3EJB","109.00","89.20","90.10","61.30","92.10","107.70","P 1","4"
"3EJD","109.00","89.20","90.10","61.30","92.10","107.70","P 1","4"
"3EJE","109.30","90.80","90.10","61.20","92.00","108.00","P 1","4"
"3EJO","86.63","77.77","61.25","53.07","53.99","65.57","P 1","2"
"3EK1","92.03","107.58","109.65","91.87","93.01","143.70","P 1","8"
"3EL8","101.01","90.25","90.12","42.38","63.69","73.79","P 1","2"
"3ELE","82.51","79.52","75.68","65.56","68.39","98.11","P 1","4"
"3EN4","100.63","88.68","90.40","42.37","63.14","73.94","P 1","2"
"3EN5","101.14","92.15","90.12","42.30","62.99","74.14","P 1","2"
"3EN6","101.31","91.17","89.62","42.44","63.05","74.58","P 1","2"
"3EN7","100.84","91.81","89.61","42.43","62.98","74.03","P 1","2"
"3EPC","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3EPD","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3EPF","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3EQN","81.04","76.34","61.45","66.28","67.15","105.18","P 1","2"
"3EQO","93.94","106.76","97.08","66.53","67.15","109.78","P 1","2"
"3ER8","74.88","74.00","63.69","70.61","77.24","106.85","P 1","2"
"3ERC","89.52","73.45","63.76","69.93","77.15","108.03","P 1","2"
"3ES8","109.31","109.47","109.66","105.58","105.69","105.72","P 1","8"
"3ESV","71.80","75.58","71.25","36.07","54.21","61.95","P 1","2"
"3ETH","77.46","82.39","77.26","57.10","57.11","59.22","P 1","2"
"3EUA","109.30","100.45","96.55","60.86","91.82","119.04","P 1","8"
"3EUB","96.88","93.11","90.02","73.30","133.18","142.63","P 1","4"
"3EVX","90.06","89.95","105.18","41.37","64.54","66.42","P 1","4"
"3EWO","78.02","80.06","73.57","41.14","43.20","48.94","P 1","2"
"3EWP","78.25","79.45","73.39","41.36","43.99","49.27","P 1","2"
"3EXA","89.99","93.73","90.02","51.81","73.82","95.56","P 1","4"
"3EXG","90.14","90.05","90.02","119.28","128.29","228.41","P 1","16"
"3EYS","96.14","93.83","91.73","41.66","42.68","58.63","P 1","1"
"3EYU","96.09","93.58","91.71","41.63","42.63","58.73","P 1","1"
"3EZI","80.76","89.57","85.29","28.24","39.82","83.95","P 1","4"
"3EZN","107.11","91.19","107.81","44.94","49.08","62.11","P 1","2"
"3F13","73.47","74.06","62.66","40.95","43.88","55.97","P 1","2"
"3F1V","73.83","82.72","83.76","40.84","64.47","72.11","P 1","2"
"3F3R","72.91","87.51","60.58","38.53","38.81","41.70","P 1","2"
"3F3T","78.71","89.71","89.91","42.01","63.49","74.99","P 1","2"
"3F3U","78.94","89.37","90.06","42.09","63.53","73.99","P 1","2"
"3F3V","79.06","87.72","90.08","42.06","63.40","74.96","P 1","2"
"3F3W","78.70","87.02","89.96","42.06","63.69","75.12","P 1","2"
"3F4L","114.40","103.31","101.62","66.19","100.79","102.17","P 1","6"
"3F5Q","100.29","102.67","105.26","40.41","48.01","65.23","P 1","2"
"3F66","100.70","103.62","98.29","47.38","47.59","75.60","P 1","2"
"3F6Q","78.01","68.98","85.91","37.00","41.50","46.47","P 1","1"
"3F6X","89.06","89.97","78.43","63.70","74.49","84.65","P 1","4"
"3F7F","89.94","89.77","89.89","52.68","117.48","146.29","P 1","4"
"3F7Q","107.22","96.06","106.60","43.11","49.47","74.36","P 1","2"
"3F8X","79.41","79.74","61.89","50.78","51.60","66.31","P 1","4"
"3F9W","89.20","87.10","90.80","44.00","45.60","94.20","P 1","4"
"3F9X","89.45","87.59","89.90","44.11","45.74","94.76","P 1","4"
"3F9Y","91.40","115.30","89.80","44.40","45.00","52.40","P 1","2"
"3F9Z","89.37","87.09","90.50","43.99","45.55","94.41","P 1","4"
"3FA4","119.66","90.71","96.28","79.09","115.47","115.75","P 1","12"
"3FA7","74.53","73.39","90.46","34.66","37.21","61.34","P 1","2"
"3FA8","106.08","106.47","89.97","34.61","37.17","60.84","P 1","2"
"3FA9","74.18","73.24","90.51","34.64","37.17","60.53","P 1","2"
"3FD2","107.21","95.43","109.44","41.93","41.93","70.96","P 1","1"
"3FDG","82.42","73.61","68.18","46.25","50.68","81.59","P 1","2"
"3FDZ","106.03","91.54","107.50","44.39","48.48","62.09","P 1","1"
"3FE5","91.70","113.30","107.70","40.25","42.52","46.48","P 1","1"
"3FEF","69.80","68.10","64.07","81.99","84.84","86.05","P 1","4"
"3FEK","73.64","76.67","87.70","34.60","37.19","57.06","P 1","2"
"3FEL","75.52","74.88","88.40","34.80","36.68","56.89","P 1","2"
"3FEN","102.55","106.37","92.87","34.69","37.07","58.55","P 1","2"
"3FEQ","81.75","80.36","74.40","113.21","108.05","171.13","P 1","16"
"3FES","66.91","86.23","85.33","34.69","68.52","81.34","P 1","4"
"3FG6","88.79","88.26","76.26","67.64","90.38","98.84","P 1","8"
"3FGQ","90.09","90.05","97.12","46.02","51.95","80.32","P 1","2"
"3FHA","84.23","80.77","64.01","79.89","78.97","117.27","P 1","4"
"3FHD","95.48","106.86","104.27","43.25","48.90","67.29","P 1","1"
"3FHM","115.21","106.15","94.94","53.25","58.08","59.06","P 1","4"
"3FHN","77.09","88.12","70.35","85.48","111.62","149.84","P 1","4"
"3FHQ","80.51","83.84","64.33","78.33","79.26","117.04","P 1","4"
"3FI0","79.90","80.52","79.81","122.03","122.40","122.34","P 1","18"
"3FIE","94.24","89.92","113.27","55.64","61.39","70.03","P 1","2"
"3FIF","99.95","102.33","104.40","41.02","41.06","73.75","P 1","8"
"3FIH","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3FIK","90.00","90.00","90.00","0.00","0.00","0.00","P 1","1"
"3FIX","101.19","90.10","89.97","42.23","60.92","72.12","P 1","4"
"3FKY","93.46","104.61","104.01","128.65","129.94","135.61","P 1","20"
"3FOH","90.00","90.00","90.00","714.60","714.60","1508.60","P 1","6"
"3FOI","90.00","90.00","90.00","1006.81","1006.81","1006.81","P 1","6"
"3FPQ","91.32","89.99","90.88","38.31","57.77","65.66","P 1","2"
"3FQH","80.78","90.78","79.59","40.16","41.95","87.60","P 1","2"
"3FS7","87.42","85.42","87.42","47.64","51.56","67.63","P 1","8"
"3FSW","111.96","95.38","105.12","36.69","56.70","58.24","P 1","4"
"3FUZ","93.52","96.41","117.86","47.62","50.72","63.25","P 1","2"
"3FV1","80.08","84.18","62.06","47.49","50.74","63.25","P 1","2"
"3FV2","85.72","95.79","62.08","47.58","50.71","63.14","P 1","2"
"3FVG","80.41","84.16","62.06","47.63","50.86","62.93","P 1","2"
"3FVK","80.43","84.41","62.10","47.51","50.79","62.64","P 1","2"
"3FVN","80.38","84.37","62.09","47.55","50.81","63.04","P 1","2"
"3FVO","94.19","95.90","117.95","47.72","50.76","63.29","P 1","2"
"3FWH","115.48","98.41","109.60","42.52","44.37","46.54","P 1","1"
"3FY7","69.11","80.97","74.80","48.29","48.67","60.15","P 1","2"
"3FZ5","94.61","100.46","90.10","47.77","48.72","95.21","P 1","4"
"3FZN","63.46","72.82","73.21","71.51","93.34","94.53","P 1","4"
"3G17","103.66","105.23","102.26","75.24","99.64","100.26","P 1","8"
"3G1Q","74.21","81.56","68.49","59.82","79.87","117.15","P 1","4"
"3G1U","87.02","71.41","74.00","72.38","82.47","83.88","P 1","4"
"3G20","106.94","99.05","90.17","26.12","36.83","61.27","P 1","2"
"3G37","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3G3E","102.62","105.43","110.79","51.06","82.58","96.97","P 1","4"
"3G5D","78.71","89.96","90.28","42.19","63.69","74.58","P 1","2"
"3G5W","81.48","73.38","61.84","76.14","76.25","105.14","P 1","6"
"3G6G","102.50","89.40","90.29","41.88","63.85","76.62","P 1","2"
"3G6H","100.99","89.39","90.20","41.94","63.34","74.18","P 1","2"
"3G9X","115.50","97.87","109.52","42.73","44.44","46.63","P 1","1"
"3GAG","88.13","80.35","62.14","49.11","52.48","93.11","P 1","4"
"3GAU","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3GAV","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3GAW","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3GBA","92.69","94.66","100.82","44.87","66.90","90.34","P 1","4"
"3GBB","100.89","92.31","94.65","44.90","45.12","66.98","P 1","2"
"3GFG","95.31","94.19","95.21","72.93","92.14","187.59","P 1","12"
"3GFR","84.06","77.02","74.49","51.49","56.08","64.18","P 1","4"
"3GK0","118.48","116.81","93.50","90.09","91.86","90.02","P 1","8"
"3GKF","89.88","79.31","89.61","78.50","104.61","171.67","P 1","20"
"3GLC","89.51","79.79","90.34","78.35","105.45","173.41","P 1","20"
"3GLJ","109.94","104.50","96.19","49.59","49.97","50.63","P 1","1"
"3GMW","103.24","91.29","90.18","45.42","48.76","106.14","P 1","2"
"3GND","90.00","102.62","90.00","78.74","107.10","169.52","P 1","20"
"3GNF","101.69","92.28","99.41","29.56","51.89","79.34","P 1","1"
"3GP3","107.96","93.00","104.20","49.26","72.04","78.04","P 1","4"
"3GP5","105.46","91.15","107.42","44.75","48.98","62.96","P 1","2"
"3GPV","85.64","85.13","78.73","38.09","39.17","52.28","P 1","2"
"3GR9","78.98","76.23","76.33","69.73","114.66","114.57","P 1","8"
"3GRI","88.33","76.56","76.97","50.22","55.23","85.65","P 1","2"
"3GRN","99.98","100.43","117.57","39.40","42.44","55.60","P 1","2"
"3GUW","89.87","89.74","82.73","40.07","72.19","89.16","P 1","4"
"3GUY","72.38","89.39","74.30","68.81","71.32","93.07","P 1","8"
"3GVD","97.07","95.32","94.72","68.47","81.23","139.41","P 1","12"
"3GW6","81.71","76.53","87.11","62.65","79.95","109.58","P 1","6"
"3GW8","106.42","91.18","107.61","45.17","49.11","62.59","P 1","2"
"3GW9","74.74","79.13","68.57","60.08","79.11","116.00","P 1","4"
"3GYB","115.83","106.37","90.50","38.07","61.88","65.60","P 1","2"
"3GYR","117.04","95.74","107.23","109.49","163.46","164.35","P 1","12"
"3GZD","83.91","68.39","86.96","66.64","72.20","89.43","P 1","3"
"3GZT","90.00","90.01","90.00","1.00","1.00","1.00","P 1","1"
"3H06","85.61","85.52","72.40","91.01","90.92","92.51","P 1","8"
"3H08","100.38","99.43","90.82","33.46","33.39","66.07","P 1","2"
"3H0L","90.02","90.00","89.91","127.48","131.01","154.67","P 1","8"
"3H0M","90.01","89.96","90.11","128.25","129.86","155.07","P 1","8"
"3H0R","89.89","90.21","89.95","127.38","130.41","153.97","P 1","8"
"3H2V","89.77","90.04","104.04","41.82","70.92","99.34","P 1","4"
"3H3F","98.49","91.67","111.59","65.50","85.28","138.53","P 1","8"
"3H3W","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3H3Y","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3H7B","81.95","75.95","77.88","50.32","63.06","74.88","P 1","2"
"3H7N","90.06","89.96","90.02","52.99","115.72","156.08","P 1","4"
"3H8F","68.43","76.31","94.86","95.79","95.93","96.31","P 1","6"
"3H8G","100.82","107.78","93.23","95.98","95.99","96.00","P 1","6"
"3H9A","89.05","77.27","82.28","46.25","47.20","62.91","P 1","2"
"3H9X","87.07","92.40","93.57","44.30","48.55","68.05","P 1","4"
"3HCT","104.61","99.59","108.60","38.99","42.80","49.12","P 1","1"
"3HEI","84.25","79.77","73.94","58.48","102.11","135.26","P 1","8"
"3HGR","63.09","84.45","78.06","53.44","71.99","72.04","P 1","2"
"3HHA","105.60","93.22","115.55","57.26","62.69","68.24","P 1","4"
"3HHD","73.84","86.83","62.54","86.62","91.16","132.11","P 1","4"
"3HHN","100.29","99.61","103.89","59.56","70.41","70.91","P 1","2"
"3HHQ","98.79","97.42","107.13","95.46","95.47","97.59","P 1","24"
"3HIE","89.90","82.17","71.79","40.70","68.49","68.04","P 1","4"
"3HIQ","79.44","66.95","79.56","50.65","52.42","54.17","P 1","2"
"3HIS","78.86","65.62","80.65","50.94","53.06","54.63","P 1","2"
"3HIT","78.65","65.85","80.83","50.72","53.07","54.49","P 1","2"
"3HIV","79.41","66.46","80.67","50.33","52.88","54.24","P 1","2"
"3HIW","78.87","66.32","80.58","50.56","52.57","54.37","P 1","2"
"3HK4","88.77","84.91","73.56","42.18","54.78","63.84","P 1","4"
"3HKJ","98.78","110.28","92.95","53.14","61.78","67.83","P 1","2"
"3HL9","94.11","91.56","106.79","56.72","79.74","104.11","P 1","4"
"3HLZ","90.39","91.50","97.34","31.21","62.09","68.56","P 1","2"
"3HO7","110.63","102.82","114.63","55.82","55.79","56.71","P 1","2"
"3HPN","117.14","97.27","100.79","41.27","91.19","91.13","P 1","6"
"3HPX","62.45","81.41","70.26","48.03","70.89","70.04","P 1","2"
"3HQ6","68.69","71.84","57.76","54.24","55.78","78.64","P 1","2"
"3HQ9","104.71","99.39","108.97","50.90","55.47","68.61","P 1","2"
"3HQM","63.00","64.04","62.89","44.28","48.10","49.86","P 1","2"
"3HQP","89.73","80.17","71.64","127.49","151.14","160.32","P 1","16"
"3HQV","89.24","94.59","105.58","39.97","26.95","677.90","P 1","2"
"3HR2","89.24","94.59","105.58","39.97","26.95","677.90","P 1","2"
"3HSR","64.40","75.81","82.58","38.24","62.84","67.20","P 1","4"
"3HTM","90.80","89.30","89.90","36.80","88.70","88.70","P 1","4"
"3HU1","97.66","91.88","89.75","92.76","103.28","107.69","P 1","6"
"3HU2","97.52","90.63","91.45","90.89","102.64","107.18","P 1","6"
"3HUD","91.93","102.50","68.82","54.59","45.05","93.86","P 1","2"
"3HUU","82.42","75.95","79.39","51.87","68.08","97.83","P 1","4"
"3HVD","106.64","110.82","110.98","125.60","125.67","125.82","P 1","8"
"3HW3","96.28","96.65","109.44","51.13","59.69","66.85","P 1","4"
"3HW4","96.12","96.36","109.51","51.32","60.03","67.11","P 1","4"
"3HW5","96.02","96.22","109.35","51.62","60.03","67.18","P 1","4"
"3HW6","96.06","96.49","109.66","51.50","60.21","67.21","P 1","4"
"3HWN","105.34","94.04","115.26","57.07","62.80","67.97","P 1","4"
"3HWX","75.99","83.00","64.15","90.35","90.46","169.17","P 1","8"
"3HX2","94.69","115.06","114.96","212.34","236.94","249.71","P 1","48"
"3HX5","94.69","115.06","114.96","212.34","236.94","249.71","P 1","48"
"3HX7","94.69","115.06","114.96","212.34","236.94","249.71","P 1","48"
"3HX8","69.02","76.89","64.83","48.34","55.11","56.86","P 1","4"
"3HZ2","85.81","74.31","74.32","29.30","54.20","54.18","P 1","4"
"3HZ3","107.13","101.37","85.40","57.78","66.23","82.72","P 1","1"
"3I01","101.26","109.11","104.08","99.65","136.87","140.86","P 1","4"
"3I04","101.23","109.18","103.87","99.83","136.77","141.61","P 1","4"
"3I05","95.29","100.14","106.05","51.29","51.43","89.97","P 1","2"
"3I17","105.80","106.44","89.97","34.70","37.27","60.37","P 1","2"
"3I38","81.75","78.71","83.79","61.81","61.63","92.91","P 1","12"
"3I3Q","77.18","74.80","63.62","39.75","39.19","72.41","P 1","2"
"3I3R","119.00","97.99","100.69","52.54","83.48","84.19","P 1","2"
"3I3T","88.71","75.73","85.11","58.43","83.66","118.79","P 1","4"
"3I3U","120.04","89.96","90.03","43.71","60.29","60.32","P 1","6"
"3I4W","90.00","90.00","92.08","43.32","42.15","47.60","P 1","4"
"3I5L","66.53","79.28","79.57","22.50","25.14","29.09","P 1","2"
"3I5T","103.79","100.76","107.08","55.13","63.28","69.75","P 1","2"
"3I5V","93.06","94.60","92.13","55.18","69.05","75.65","P 1","4"
"3I6W","84.10","81.20","80.70","76.20","114.70","123.00","P 1","8"
"3I6X","99.55","104.07","108.69","57.43","66.42","83.01","P 1","4"
"3I9M","106.34","92.05","95.11","41.63","52.72","65.26","P 1","2"
"3I9N","109.82","90.92","94.86","41.98","54.37","64.26","P 1","2"
"3IA0","90.00","90.39","90.00","73.58","151.39","127.46","P 1","48"
"3ICE","60.48","90.26","89.77","69.23","127.03","127.17","P 1","6"
"3ICI","89.94","94.46","114.03","43.41","44.29","55.43","P 1","2"
"3ICO","108.50","107.11","104.95","57.30","68.08","73.54","P 1","4"
"3IEI","105.41","93.97","104.29","106.04","81.13","82.82","P 1","8"
"3IFM","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IFP","68.66","65.28","78.47","78.86","79.24","94.10","P 1","4"
"3IG2","99.04","100.37","105.08","48.50","60.33","78.81","P 1","4"
"3IGT","109.92","90.03","109.02","22.34","34.55","37.63","P 1","1"
"3IHF","89.98","89.93","89.82","35.35","56.53","96.44","P 1","4"
"3IHQ","106.07","91.62","103.77","29.39","32.22","50.58","P 1","1"
"3IHY","107.77","91.75","92.41","62.30","96.49","150.68","P 1","5"
"3II6","67.34","82.86","74.52","67.24","85.98","111.61","P 1","4"
"3IJD","94.68","97.68","90.57","51.58","52.37","60.92","P 1","2"
"3ILW","109.96","91.16","114.16","61.23","70.05","97.81","P 1","2"
"3IN0","100.39","103.42","104.31","44.26","49.59","60.51","P 1","4"
"3INK","90.00","109.30","93.20","55.80","40.10","33.70","P 1","2"
"3IPV","101.32","91.38","104.32","61.00","60.79","78.18","P 1","2"
"3IRI","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IRJ","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IRK","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IRL","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3ISS","111.52","104.44","90.19","84.51","120.91","139.73","P 1","12"
"3ITE","114.85","94.78","90.18","50.60","75.28","84.14","P 1","2"
"3ITU","109.30","88.80","89.00","55.81","73.29","91.53","P 1","4"
"3IUC","98.85","94.88","117.61","48.21","51.79","94.99","P 1","2"
"3IVD","74.04","77.55","83.76","47.60","67.28","86.42","P 1","2"
"3IWP","76.84","87.88","71.86","78.16","78.41","170.35","P 1","12"
"3IXS","100.88","90.61","100.49","37.89","56.55","100.35","P 1","6"
"3IXX","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IXY","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IY0","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IY1","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IY2","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IY3","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IY4","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IY5","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IY6","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IY7","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IY8","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IYB","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IYC","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IYD","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IYF","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IYH","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IYI","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IYJ","90.00","90.00","90.00","633.35","633.35","633.35","P 1","1"
"3IYK","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IYL","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IYM","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IYN","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IYO","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IYQ","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IYR","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IYS","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IYU","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IYV","90.00","90.00","90.00","873.60","873.60","873.60","P 1","9"
"3IYW","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IZ3","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IZ4","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IZ6","90.00","90.00","90.00","0.00","0.00","0.00","P 1","1"
"3IZ7","1.00","1.00","1.00","1.00","1.00","1.00","P 1","1"
"3IZ8","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IZA","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IZB","90.00","90.00","90.00","0.00","0.00","0.00","P 1","1"
"3IZE","90.00","90.00","90.00","0.00","0.00","0.00","P 1","1"
"3IZF","90.00","90.00","90.00","0.00","0.00","0.00","P 1","1"
"3IZG","90.00","90.00","90.00","707.20","707.20","707.20","P 1","7"
"3IZH","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IZI","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IZJ","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IZK","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IZL","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IZM","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IZN","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IZP","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IZQ","90.00","90.00","90.00","0.00","0.00","0.00","P 1","1"
"3IZR","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IZS","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IZT","90.00","90.00","90.00","0.00","0.00","0.00","P 1","1"
"3IZU","90.00","90.00","90.00","0.00","0.00","0.00","P 1","1"
"3IZV","90.00","90.00","90.00","0.00","0.00","0.00","P 1","1"
"3IZW","90.00","90.00","90.00","0.00","0.00","0.00","P 1","1"
"3IZX","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3IZY","90.00","90.00","90.00","0.00","0.00","0.00","P 1","1"
"3J00","90.00","90.00","90.00","0.00","0.00","0.00","P 1","1"
"3J01","90.00","90.00","90.00","0.00","0.00","0.00","P 1","1"
"3J02","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3J03","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3J06","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3JRY","80.48","90.75","63.48","55.60","55.79","121.34","P 1","2"
"3JS4","102.09","104.83","88.58","45.66","66.60","85.44","P 1","4"
"3JSL","90.10","103.20","90.01","40.15","49.19","88.04","P 1","2"
"3JTD","113.36","91.56","100.60","42.00","52.78","58.51","P 1","1"
"3JVT","65.30","66.40","70.24","46.71","52.23","55.25","P 1","1"
"3JXQ","97.56","105.47","109.38","21.22","26.49","29.31","P 1","4"
"3JYV","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3JYW","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3JYX","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3K2C","90.01","79.10","90.02","38.81","73.86","63.59","P 1","4"
"3K2H","119.69","90.85","101.71","51.14","83.20","83.38","P 1","2"
"3K2S","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3K2U","98.10","95.01","103.89","38.94","48.93","96.03","P 1","1"
"3K38","90.04","90.19","90.19","111.15","123.68","123.79","P 1","16"
"3K39","90.03","92.11","91.27","111.96","124.87","125.25","P 1","16"
"3K3A","90.04","90.17","90.10","111.80","123.84","123.97","P 1","16"
"3K5V","72.82","80.25","84.86","42.07","65.27","66.26","P 1","2"
"3K6A","92.15","103.64","119.98","66.13","66.31","74.33","P 1","6"
"3K6Q","107.00","103.03","100.21","41.97","56.94","62.56","P 1","4"
"3K8V","100.32","109.54","111.62","52.68","52.62","64.83","P 1","2"
"3K90","105.65","102.23","89.91","49.81","61.28","72.55","P 1","4"
"3K9M","89.95","104.45","89.90","62.12","31.08","70.94","P 1","2"
"3KAE","101.43","90.07","89.99","34.72","81.89","87.44","P 1","4"
"3KC4","90.00","90.00","90.00","0.00","0.00","0.00","P 1","1"
"3KCM","100.66","109.05","99.07","51.99","74.56","82.41","P 1","6"
"3KCR","90.00","90.00","90.00","0.00","0.00","0.00","P 1","1"
"3KDM","81.32","69.30","69.27","66.75","67.08","67.06","P 1","2"
"3KEE","92.44","93.16","116.04","48.03","54.45","85.50","P 1","4"
"3KFD","64.01","84.47","84.34","37.70","99.35","102.70","P 1","4"
"3KG2","85.32","84.75","78.92","90.71","109.85","161.13","P 1","4"
"3KHL","82.19","76.40","70.07","52.39","52.67","100.10","P 1","2"
"3KHR","81.76","76.76","70.14","52.48","53.02","99.86","P 1","2"
"3KJY","69.68","80.89","74.60","48.08","48.38","59.76","P 1","2"
"3KLK","73.30","78.46","85.82","58.28","65.95","82.51","P 1","1"
